"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"E2GPZXKD","webpage","2020","Willingham, AJ","Is that video real?","CNN","","","","https://www.cnn.com/interactive/2020/10/us/manipulated-media-tech-fake-news-trnd/","Deepfakes, cheapfakes and other manipulated media: How to spot them","2020-10-19","2021-02-02 20:59:40","2021-06-18 12:14:40","2021-02-02 20:59:40","","","","","","","","","","","","","","Anglais","","Canal de nouvelles et d'information","","","","","","","","","Fake images; Fake Video; Manipulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEMG4SZA","videoRecording","2020","Two Minute Papers","Everybody Can Make Deepfakes Now!","","","","","https://www.youtube.com/watch?v=mUfJOQKdtAk&vl=en","❤️ Check out Weights &amp; Biases here and sign up for a free demo here: https://www.wandb.com/papers​ Their blog post is available here: https://www.wandb.com/articles/hyperp...​ 📝 The paper ""First Order Motion Model for Image Animation"" and its source code are available here: - Paper: https://aliaksandrsiarohin.github.io/...​ - Colab notebook: https://colab.research.google.com/git...​ Meet and discuss your ideas with other Fellow Scholars on the Two Minute Papers Discord: https://discordapp.com/invite/hbcTJu2​ ❤️ Watch these videos in early access on our Patreon page or join us here on YouTube:  - https://www.patreon.com/TwoMinutePapers​ - https://www.youtube.com/channel/UCbfY...​ &nbsp;🙏 We would like to thank our generous Patreon supporters who make Two Minute Papers possible: Alex Haro, Alex Paden, Andrew Melnychuk, Angelos Evripiotis, Anthony Vdovitchenko, Benji Rabhan, Brian Gilman, Bryan Learn, Daniel Hasegan, Dan Kennedy, Dennis Abts, Eric Haddad, Eric Martel, Evan Breznyik, Geronimo Moralez, James Watt, Javier Bustamante,  Kaiesh Vohra, Kasia Hayden, Kjartan Olason, Levente Szabo, Lorin Atzberger, Lukas Biewald, Marcin Dukaczewski, Marten Rauschenberg, Maurits van Mastrigt, Michael Albrecht, Michael Jensen, Nader Shakerin, Owen Campbell-Moore, Owen Skarpness, Raul Araújo da Silva, Rob Rowe, Robin Graham, Ryan Monsurate, Shawn Azman, Steef, Steve Messina, Sunil Kim, Taras Bobrovytsky, Thomas Krcmar, Torsten Reil, Tybie Fitzhugh. https://www.patreon.com/TwoMinutePapers​ Károly Zsolnai-Fehér's links: Instagram: https://www.instagram.com/twominutepa...​ Twitter: https://twitter.com/karoly_zsolnai​ Web: https://cg.tuwien.ac.at/~zsolnai/​ #DeepFakes​","2020-03-28","2021-02-02 20:58:41","2021-02-02 20:59:27","2021-02-02 20:58:41","","","","","","","","","","","","","","","","","","","YouTube","","","","","","Deep Fakes; Intelligence Artificielle; Making of","","","","","","","","","","","","","","","","","","","","","","6:55","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYRB9C4R","newspaperArticle","","","Do These A.I.-Created Fake People Look Real to You?","The New York Times","","","","https://www.nytimes.com/interactive/2020/11/21/science/artificial-intelligence-fake-people-faces.html","","","2021-02-02 20:57:31","2021-06-18 12:03:58","2021-02-02 20:57:31","","","","","","","","","","","","","","","","","","","","","","","","","Deep Fakes; Intelligence Artificielle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SDXYFCDG","book","","Heinich, Nathalie; Schaeffer, Jean-Marie; Talon-Hugon, Carole","Par-delà le beau et le laid. Enquêtes sur les valeurs de l'art","","978-2-7535-3350-9","","","http://journals.openedition.org/lectures/17291","La tradition occidentale tend à assimiler l'art et la valeur esthétique. La beauté serait la finalité essentielle de l'art. Or, c'est une conception réductrice : la valeur esthétique n'a pas le mo...","","2021-02-02 20:54:27","2021-02-02 20:54:51","2021-02-02 20:54:27","","","","","","","","","","","","Rennes (Presses universitaires de)","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","journals.openedition.org","","Publication Title: http://journals.openedition.org/lectures","","","","Histoire de l'art; Authenticité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2KYCA7Y","webpage","2020","Edwards, Phil","The technology that’s replacing the green screen","Vox","","","","https://www.vox.com/21529002/green-screen-mandalorian","The green screen might be doomed. And that’s a good thing.","2020-10-23","2021-02-02 20:53:28","2021-02-02 20:53:57","2021-02-02 20:53:28","","","","","","","","","","","","","","en","","","","","","","","","","","Cinéma; Effets visuels","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZAC9ZGVY","videoRecording","2014","CG River","3D Facial Rig Manager for Maya & 3ds Max by Snappers Systems - Character Rigging Demo Reel","","","","","https://www.youtube.com/watch?v=C4z_RYApUuQ&app=desktop","Snappers Facial Rig for Maya and 3ds Max + DX11 or CG skin shader with multiple wrinkle maps + Rig Manager to handle selection and create/save poses. e-mail: info@snapperstech.com facebook: https://www.facebook.com/pages/Motion...​","2014-05-30","2021-02-02 20:47:53","2021-02-02 20:52:52","2021-02-02 20:47:53","","","","","","","","","","","","","","","","","","","YouTube","","","","","","Simulation; Cinéma; 3D Facial Rigs; Animation faciale; Personnages de synthèse","","","","","","","","","","","","","","","","","","","","","","2:33","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIBUBQ39","videoRecording","2016","刘思廷","FACS based Facial Rigging","","","","","https://www.youtube.com/watch?v=LImMbSSwUV8&app=desktop","It is a self study in FACS theory based rigging. I know nowadays we have motion capture that can track facial expressions. Rigging a realistic face from scratch like this seems technically backward, however, I did so, at least once, for understanding how facial expressions work, from single Action Unit to Combination Units. The model is purchased from 3dscanstore.com/. They do have scanned 3D expressions files, but those files don't have the same topoly to do the blendshapes(raw scanned result), and they are not animation ready. I only use that as reference resources.","2016-08-15","2021-02-02 20:49:43","2021-02-02 20:52:37","2021-02-02 20:49:43","","","","","","","","","","","","","","","","","","","YouTube","","","","","","Simulation; Cinéma; Animation faciale; 3D Facial Rig; Personnage de synthèse","","","","","","","","","","","","","","","","","","","","","","2:39","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEH7VSAC","encyclopediaArticle","","Wikipédia","Image Metrics - Wikipedia","Wikipédia","","","","https://en.wikipedia.org/wiki/Image_Metrics","","","2021-02-02 20:51:06","2021-06-18 13:13:39","2021-02-02 20:51:06","","","","","","","","","","","","","","en","","","","","","","","","","","Simulation; Cinéma; Animation faciale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSZAPWMN","webpage","2020","Szoniecky, Samuel; Larrue, Jean-Marc; Bourassa, Renée; Richert, Fabien","Arcanes","ARCANES","","","","https://calenda.org/836590","Ce séminaire est lié au projet de recherche « Des arts trompeurs à la post-vérité : régimes d’authenticité », financé par le Conseil de recherche en sciences humaines du Canada. Ce séminaire intern...","2020","2021-02-02 20:46:12","2021-06-18 11:49:31","2021-02-02 20:46:12","","","","","","","","","","","","","","fr","","","","","","","","","","","Calenda; Descriptif séminaire arcanes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWN2ZVDI","webpage","","Agence Science Presse","Éducation aux médias et à l'information","Agence Science Presse","","","","https://www.sciencepresse.qc.ca/education-aux-medias-information","Des formations, capsules vidéos et outils pour lutter contre la désinformation, notamment en science, et pour favoriser le développement d'un esprit critique.","","2021-02-02 20:43:22","2021-06-18 12:07:29","2021-02-02 20:43:22","","","","","","","","","","","","","","fr","","","","","","","","","","","Théories du complot; Désinformation; Fake News; Education aux médias et à l'information; Fausses nouvelles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q7Z3LEMP","webpage","","@theartfakespaper","@theartfakespaper • Photos et vidéos Instagram","Instagram","","","","https://www.instagram.com/theartfakespaper/","1,395 abonnés, 427 abonnement, 30 publications - Voir les photos et vidéos Instagram de @theartfakespaper","","2021-02-02 20:39:32","2021-06-18 11:25:40","2021-02-02 20:39:32","","","","","","","","","","","","","","fr","","Média social","","","","","","","","","Théâtre; Fake News; Arts vivants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KP8ZHF4Y","webpage","2020","Allen, Marshall","'Immune to evidence': Expert explains how dangerous coronavirus conspiracies spread","Alternet.org","","","","https://www.alternet.org/2020/05/immune-to-evidence-expert-explains-how-dangerous-coronavirus-conspiracies-spread/","ProPublica is a Pulitzer Prize-winning investigative newsroom. Sign up for The Big Story newsletter to receive stories like this one in your inbox.Stephan Lewandowsky studies the way people think, and in particular, why they engage in conspiracy theories. So when the cognitive scientist from England...","2020-05-17","2021-02-02 20:30:28","2021-06-18 13:14:40","2021-02-02 20:30:28","","","","","","","'Immune to evidence'","","","","","","","en","","Jourrnalisme indépendant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C6XFLHN","webpage","","CNN, Zamira Rahim","'Deepfake' Queen delivers alternative Christmas speech in warning about misinformation","CNN","","","","https://www.cnn.com/2020/12/25/uk/deepfake-queen-speech-christmas-intl-gbr/index.html","A fake Queen Elizabeth danced across TV screens on Christmas as part of a ""deepfake"" speech aired by a British broadcaster. Channel 4 said the video was supposed to offer ""a stark warning about the advanced technology that is enabling the proliferation of misinformation and fake news in a digital age.""","","2021-02-02 20:17:46","2021-02-02 20:17:46","2021-02-02 20:15:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZ58FJZV","book","1676","Patin, Charles","Relations historiques et curieuses de voyages, en Allemagne, Angleterre, Hollande, Bohême, Suisse, etc.","","","","","","","1676","2021-02-05 16:37:28","2021-06-18 11:06:19","","","274","","","","","","","","","","C. Muguet","Lyon","fre","","","","","BnF Catalogue général (http://catalogue.bnf.fr)","Tolbiac - Rez de Jardin - Philosophie, histoire, sciences de l'homme - Magasin - G-10928","Country: FR","","","http://catalogue.bnf.fr/ark:/12148/cb31066261z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HT6CSIYN","book","2009","Picard, Dominique","Erving Goffman. Le monde comme un théâtre","","978-2-912601-85-8","","","https://www.cairn.info/la-sociologie--9782912601858-page-79.htm","","2009","2021-02-05 16:37:22","2021-02-05 16:37:22","2021-02-05 16:37:22","","","","","","","","","","","","Éditions Sciences Humaines","","fr","","","","","www.cairn.info","","Pages: 79-82 Publication Title: La sociologie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RW8ITW9F","book","2014","","Excommunication: three inquiries in media and mediation","","978-0-226-92521-9 978-0-226-92522-6","","","","","2014","2021-02-05 16:37:07","2021-02-05 16:37:07","","","210","","","","","Excommunication","Trios","","","","The University of Chicago Press","Chicago ; London","","","","","","Library of Congress ISBN","HM1166 .E93 2014","","Introduction: execrable media / Alexander R. Galloway, Eugene Thacker, McKenzie Wark -- Love of the middle / Alexander R. Galloway -- Dark media / Eugene Thacker -- Furious media / McKenzie Wark","","","","Communication; Social aspects; Psychological aspects","Galloway, Alexander R.; Thacker, Eugene; Wark, McKenzie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDUCDT82","book","1999","Bolter, J. David; Grusin, Richard A.","Remediation: Understanding New Media","","978-0-262-02452-5","","","","A new framework for considering how all media constantly borrow from and refashion other media. Media critics remain captivated by the modernist myth of the new: they assume that digital technologies such as the World Wide Web, virtual reality, and computer graphics must divorce themselves from earlier media for a new set of aesthetic and cultural principles. In this richly illustrated study, Jay David Bolter and Richard Grusin offer a theory of mediation for our digital age that challenges this assumption. They argue that new visual media achieve their cultural significance precisely by paying homage to, rivaling, and refashioning such earlier media as perspective painting, photography, film, and television. They call this process of refashioning ""remediation,"" and they note that earlier media have also refashioned one another: photography remediated painting, film remediated stage production and photography, and television remediated film, vaudeville, and radio.","1999","2021-02-05 16:42:33","2021-02-05 16:44:01","","","295","","","","","Remediation","","","","","MIT Press","Cambridge, Mass","","","","","","Library of Congress ISBN","P96.T42 B59 1998","","","","","","Mass media; Technological innovations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4V4VFQBL","newspaperArticle","","Villegas, Paulina; Knowles, Hannah","After Capitol riot, desperate families turn to groups that ‘deprogram’ extremists","Washington Post","","0190-8286","","https://www.washingtonpost.com/nation/2021/02/05/desperate-families-are-seeking-groups-that-deprogram-extremists/","","","2021-02-05 20:23:36","2021-02-05 20:23:36","2021-02-05 20:23:33","","","","","","","","","","","","","","en-US","","","","","www.washingtonpost.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MM7P5QK5","blogPost","","Muller, Caroline","La conversation scientifique sur Twitter","Acquis de conscience","","","","https://consciences.hypotheses.org/2677","Un billet co-écrit par Frédéric Clavert et Caroline Muller Le réseau social numérique Twitter souffre d’une mauvaise réputation au sein du monde académique et, plus généralement, auprès de ceux et celles qui ne l’utilisent pas. Combien...","","2021-02-10 13:52:50","2021-02-10 13:52:50","2021-02-10 13:52:50","","","","","","","","","","","","","","fr-FR","","Billet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9TUEM3M","webpage","","Politecnico Milano","It Looks Like a Conspiracy Theory","Density Design","","","","https://densitydesign.github.io/teaching-dd16/course-results/es02/group03/question-3/","Conspiracy theories are living their Golden Age (Politico): fostered by online platforms, social media and uncertain times, they have been spreading among people in different ways and through various channels. Some of the most recent theories have started to spread from user-generated content published online: for example, the hashtag  #saveourchildren was used to share accusations to the Democrats, implying that they are a satanic pedophile ring, which is one of the theories supported by QAnon; Youtube has been recommending videos about the “Flat earth” theory to mass audiences (BBC) until in 2019 the company decided to change the algorithm to prevent their proliferation (wired). Despite various attempts by social media platforms to stop conspiracy theories-related content from spreading, these theories still widely circulate online.","","2021-02-14 12:41:28","2021-06-18 12:16:23","2021-02-14 12:41:28","","","","","","","","","","","","","","Anglais","","Institution de formation","","","","","","","","","recherche; commerce en ligne; donald trump; pizzagate; qanon; théories de la conspiration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV7MXU23","journalArticle","2021","Fadili, Hammou","Towards a New Approach for Building Trust and Confidence in Machine Learning Data and Models: Based on an Integration of Artificial Intelligence and Blockchain (Part 3)","Journal of Applied Business and Economics","","","10.33423/jabe.v22i11","https://hal-cnam.archives-ouvertes.fr/hal-03093020","","2021","2021-02-18 15:00:41","2021-02-18 15:00:41","2021-02-18 15:00:30","","","11","22","","","Towards a New Approach for Building Trust and Confidence in Machine Learning Data and Models","","","","","","","en","","","","","hal-cnam.archives-ouvertes.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPZ4Z3KB","book","2018","Collectif; Doueihi, Milad; Domenicucci, Jacopo; Lehucher, Pierre-Marie","La confiance à l'ère numérique","","978-2-7013-1956-8","","","","Ouvrage co-édité par Berger-Levrault et les ÉDITIONS RUE D'ULM. Il ouvre des perspectives sur les enjeux de la confiance dans nos sociétés numériquement augmentées. Des philosophes et des spécialistes du numérique contribuent à ce volume par des articles scientifiques inédits, à la frontière entre l'éthique, la philosophie de la technique, la philosophie sociale et les digital studies.","2018-05-03","2021-02-18 15:56:51","2021-02-18 15:56:51","","","200","","","","","","","","","","BERGER LEVRAULT","","Français","","","","","Amazon","","","","","https://www.amazon.fr/confiance-%C3%A0-l%C3%A8re-num%C3%A9rique/dp/2701319560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PXPBXPJ","blogPost","2019","Cardon, Dominique","Pourquoi avons-nous si peur des fake news ? (1/2)","AOC media - Analyse Opinion Critique","","","","https://aoc.media/analyse/2019/06/20/pourquoi-avons-nous-si-peur-des-fake-news-1-2/","Les Fake News seraient à elles seules responsables de la montée des populismes, de la crise des médias, ou de la diffusion de croyances irrationnelles. Ce déterminisme technologique, s'appuie sur une assez large méconnaissance des résultats des enquêtes sociologiques comme celle parue aux Etats-Unis fin 2018, Network Propaganda de Yochai Benkler, Robert Faris et Hal Robert, que Dominique Cardon se propose ici d'analyser dans le premier volet de cet article.","2019-06-19","2021-02-18 16:19:25","2021-02-18 16:21:22","2021-02-18 16:19:25","","","","","","","Pourquoi avons-nous si peur des fake news ?","","","","","","","fr-FR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NFYSRGF6","film","2020","Cuveillier, Franck; Vasselin, Pascal","La fabrique de l'ignorance - Regarder le documentaire complet","","","","","https://www.arte.tv/fr/videos/091148-000-A/la-fabrique-de-l-ignorance/","Comment, des ravages du tabac au déni du changement climatique, on instrumentalise la science pour démentir... la science. Une vertigineuse investigation dans les trous noirs de la recherche et de l'information.","2020","2021-02-23 17:01:08","2021-06-18 10:54:44","2021-02-23 17:01:08","","","","","","","","","","","","Arte","","fr","","Documentaire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1:36:56","","Vidéo","","","","","","","","","","","","","","","","","","","","","","",""
"9LSJMAFA","webpage","","Artefake, l'art de l'illusion","Artefake - L' Art de l'illusion","Artefake","","","","https://artefake.fr/","L' Art de l'illusion","","2021-02-26 16:04:51","2021-06-18 11:50:07","2021-02-26 16:04:51","","","","","","","","","","","","","","fr-FR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8K3LKZAL","journalArticle","","Di Caterino, Angelo","Nouvelles formes du faire-croire : Le rôle de la théorie des nudges et des passions dans les fake-news","Actes Sémiotiques","","2270-4957","","https://www.unilim.fr/actes-semiotiques/index.php?id=6785","Introduction Par cette contribution nous nous proposons d’évaluer la perspective sensible et passionnelle des « manipulations douces ». Cependant, l’angle d’attaque sera légèrement différent de celui des autres contributions à ce recueil, qui analysent, à plusieurs égards, le parallélisme entre les nudges et la théorie sémiotique de la manipulation. Convaincu de ne pouvoir ajouter rien de nouveau à ce qui a déjà été affirmé, nous avons choisi de prendre un chemin « oblique », de ne pas traiter directement des nudges, mais d’en évaluer le rôle, la portée et les contours sémiotiques à travers un objet d’analyse qui en sera le « prétexte » : le phénomène des fake-news. Plus précisément, il s’agit de mettre en circuit ces deux pôles thématiques (nudges et sémiotique), en m’inspirant des lieux théoriques les moins discutés jusqu’à présent – d’un côté la théorie cognitive à la base de la proposition des nudges ; de l’autre le problème des passions en sémiotique – le tout par le biais d’un objet d’étude, le phénomène des fake-news, qui semble pouvoir les réunir. Le choix des fake-news est principalement dû à deux raisons : la première est liée à l’actualité du débat qu’elles soulèvent, la deuxième – plus personnelle – concerne mes lectures sur ce thème qui ont motivé mon intérêt pour le projet consacré aux nudges. 1. Présentation de l’objet Le débat sur les fake-news a été ouvert, grosso modo, au lendemain des élections présidentielles aux États-Unis en 2016, et du référendum sur l","-1","2021-03-02 15:46:36","2021-03-02 15:46:36","2021-03-02 15:46:36","XX-XX","","","124","","","Nouvelles formes du faire-croire","","","","","","","fr","CC BY-NC-ND 4.0","","","","www.unilim.fr","","Last Modified: 2021-01-11 18:56:09 Publisher: Université de Limoges","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APZUTZHL","magazineArticle","2021","Charnay, Amélie","Une première pièce de théâtre, écrite par une intelligence artificielle, vient d'être jouée sur scène","01net","","","","https://www.01net.com/actualites/une-premiere-piece-de-theatre-ecrite-par-une-intelligence-artificielle-vient-d-etre-jouee-sur-scene-2036516.html","Des scientifiques tchèques se sont servis du programme GPT-2 pour générer un texte dramatique, qui a ensuite été interprété par des acteurs. Une première mondiale.","2021-03-01","2021-03-02 14:58:57","2021-06-18 11:19:47","2021-03-02","","","","","","","","","","","","","","fr","","","","","","","Publication Title: 01net","<p>Publisher: 01net</p>","","","fiction; GPT-2; intelligence artificielle; théâtre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFMNLYV4","journalArticle","2019","Farina, Mathieu; Pasquinelli, Elena","Les sciences cognitives et l’éducation de l’esprit critique : voies croisées","Raison presente","","0033-9075","","https://www.cairn.info/revue-raison-presente-2019-2-page-25.htm","","2019-07","2021-03-02 14:58:57","2021-03-02 14:58:57","2021-02-18","25–35","","2","N° 210","","","Les sciences cognitives et l’éducation de l’esprit critique","","","","","","","fr","","","","","","","","<p>Publisher: Union rationaliste</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGQBILS8","book","2020","Hunyadi, Mark","Au début est la confiance","","978-2-35687-740-6","","","","Le premier livre qui fait de la confiance le noyau dur de la relation au monde : aux choses, aux autres, aux institutions.","2020-11","2021-03-02 14:58:57","2021-03-02 14:58:57","","","","","","","","","","","","","Editions Le Bord de l'eau","Lormont","Français","","","","","","","","<p>""La confiance se définit donc comme un pari sur les comportements attendus. Le pari réunit en effet les deux caractéristiques majeures de la confiance : la relation à l'action [...], et la relation à un futur qui n'est pas encore, mais qui est appréhendé sous la catégorie des comportements attendus."" p. 29</p>","","","","","","","","","","","","","","","","","","","","","","","","1er édition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWURD6HE","newspaperArticle","2021","Maclure, Jocelyne","Médias : diversité et qualité en fragile équilibre","La Presse +","","","","https://plus.lapresse.ca/screens/6990f143-a9cf-4096-aad3-50bfa3478eab__7C___0.html","Les médias écrits et électroniques font face à ce qui semble être une aporie, ou du moins à une tension forte entre deux principes qui devraient guider leurs orientations éditoriales. D’un côté","2021-01","2021-03-02 14:58:54","2021-06-18 14:06:07","2021-01-31","","","","","","","Médias","","","","","","","fr","","","","","","","Publication Title: La Presse+","<p>Section: DÉBATS</p>","","","médias; relativisme; vérité; opinion; pluralisme; veille","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LLPCDBC","journalArticle","2005","Alfandary, Isabelle","« Poetry is having nothing to say and saying it; we possess nothing » (John Cage)","Revue francaise detudes americaines","","0397-7870","","https://www.cairn.info/revue-francaise-d-etudes-americaines-2005-1-page-104.htm","Dismantling the construction of syntax, Cage&#8217;s mesostics inscribe the name in the poem and indirectly send the reader back to the person, to the absent body made present and the text irredeemably related to its name. Cage makes syntax expendable, allowing for juxtaposition and opening onto new modes of connecting. Language becomes material, and the letter incidental and paradigmatic. The poem, as a chance combination of words, is thus depersonalized, and the poet turned into the producer of nothing.","2005","2021-03-02 14:58:54","2021-03-02 14:58:54","2021-02-02","104–116","","1","no 103","","","","","","","","","","fr","","","","","","","","<p>Publisher: Belin</p>","","","Poésie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEKK5XRR","blogPost","2020","Covidinfos.net","“Hold Up” : l’intégralité du documentaire “complotiste” visible gratuitement \textbar Covid Infos","Covidinfos.net","","","","https://covidinfos.net/covid19/hold-up-lintegralite-du-documentaire-complotiste-visible-gratuitement/2519/","","2020-11-13","2021-03-02 14:58:54","2021-06-18 11:26:26","2021-02-02","","","","","","","“Hold Up”","","","","","","","fr-FR","","","","","","","","<p>Section: Confinement</p>","","","Complot; Documentaire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2K4Z2RY","newspaperArticle","2020","Sirois, Alexandre","À quand un vaccin… contre les complots?","La Presse","","","","https://www.lapresse.ca/debats/editoriaux/2020-05-19/a-quand-un-vaccin-contre-les-complots","Le Québec n’est pas immunisé contre les théories du complot saugrenues en lien avec le coronavirus.","2020-05","2021-03-02 14:58:54","2021-06-18 11:41:56","2021-02-02","","","","","","","","","","","","","","fr","","","","","","","Publication Title: La Presse","<p>Section: Éditoriaux</p>","","","Complot; Complotisme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Éditoriaux","","","",""
"LPHP9YMV","newspaperArticle","2020","Thibodeau, Marc","Désinformation en ligne \textbar Barack Obama tire à boulets rouges sur les réseaux sociaux","La Presse","","","","https://www.lapresse.ca/international/etats-unis/2020-11-17/desinformation-en-ligne/barack-obama-tire-a-boulets-rouges-sur-les-reseaux-sociaux.php","L’ex-président des États-Unis Barack Obama s’inquiète de « l’érosion de la vérité » au pays et critique les réseaux sociaux pour leur rôle dans la propagation d’informations trompeuses et de théories conspirationnistes dommageables pour le fonctionnement démocratique du pays.","2020-11-17","2021-03-02 14:58:54","2021-06-18 12:00:01","2021-02-02","","","","","","","","","","","","","","fr","","","","","","","Publication Title: La Presse","<p>Section: États-Unis</p>","","","vérité; Politique américaine; Post-vérité; Érosion de la vérité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International","","","",""
"QG76A8H9","newspaperArticle","2020","La Presse Canadienne","COVID-19: près du quart des Québécois adhèreraient à des théories du complot","La presse canadienne","","","","https://www.lapresse.ca/covid-19/2020-08-03/covid-19-pres-du-quart-des-quebecois-adhereraient-a-des-theories-du-complot.php","Près d’un Québécois sur quatre croit que la COVID-19 a été créée en laboratoire, révèle une série de coups de sonde de l’Institut national de la santé publique.","2020-08-03","2021-03-02 14:58:54","2021-06-18 11:58:40","2021-02-02","","","","","","","COVID-19","","","","","","","fr","","","","","","","Publication Title: La Presse","<p>Section: COVID-19</p>","","","Théories du complot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQZMIX5W","newspaperArticle","2019","Spinney, Laura","History as a giant data set: how analysing the past could help save the future","The Gardian","","","","http://www.theguardian.com/technology/2019/nov/12/history-as-a-giant-data-set-how-analysing-the-past-could-help-save-the-future","The long read: Calculating the patterns and cycles of the past could lead us to a better understanding of history. Could it also help us prevent a looming crisis?","2019-11-12","2021-03-02 14:58:54","2021-06-18 13:09:26","2021-02-02","","","","","","","History as a giant data set","","","","","","","en","","","","","","","Publication Title: the Guardian","<p>Section: Technology</p>","","","histoire; Big data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
